time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,delta_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
627,144.84,-0.89,23.11,51.3,472.02,-236.93,0.0,286.39,11.52,14.4,3571.54,4464.43,154.55,193.18,345.6,41.68,8.67,336.93,42.75
628,148.06,1.12,23.15,51.3,493.23,296.16,0.0,840.7,34.58,43.22,3577.95,4472.43,154.55,193.19,345.6,125.06,26.01,319.59,135.24
629,152.89,-0.22,23.19,51.3,525.93,-59.23,0.0,517.99,22.0,27.5,3585.8,4482.25,154.61,193.27,345.6,79.57,16.55,329.05,83.57
630,146.45,-0.45,23.23,51.3,482.57,-118.47,0.0,415.41,16.9,21.12,3591.21,4489.01,154.57,193.21,345.6,61.12,12.71,332.89,63.46
631,149.67,1.79,23.27,51.3,504.02,473.86,0.0,1029.18,42.79,53.48,3599.49,4499.37,154.65,193.31,345.6,154.76,32.19,313.41,170.65
632,159.32,0.45,23.32,51.3,571.15,118.47,0.0,740.91,32.79,40.99,3609.99,4512.49,154.82,193.52,345.6,118.6,24.67,320.93,127.72
633,152.89,-4.25,23.36,51.3,525.93,-1125.42,0.0,-548.19,-23.28,-29.1,3611.31,4514.14,154.59,193.23,345.6,-84.21,-17.51,363.11,-80.14
634,128.75,-5.36,23.4,51.3,372.96,-1421.58,0.0,-997.33,-35.67,-44.58,3603.13,4503.91,153.98,192.47,345.6,-129.01,-26.83,372.43,-119.71
635,114.26,-1.12,23.43,51.3,293.76,-296.16,0.0,48.9,1.55,1.94,3598.39,4497.98,153.55,191.94,345.6,5.61,1.17,344.43,5.63
636,120.7,3.35,23.47,51.3,327.79,888.49,0.0,1267.58,42.5,53.12,3604.51,4505.63,153.6,192.0,345.6,153.72,31.97,313.63,169.39
637,138.4,4.02,23.5,51.3,431.0,1066.19,0.0,1548.49,59.53,74.42,3618.68,4523.35,153.97,192.46,345.6,215.32,44.79,300.81,247.38
638,149.67,2.24,23.54,51.3,504.02,592.33,0.0,1147.64,47.71,59.64,3633.57,4541.96,154.34,192.93,345.6,172.57,35.9,309.7,192.57
639,154.5,1.12,23.58,51.3,537.06,296.16,0.0,884.52,37.96,47.45,3645.47,4556.84,154.57,193.21,345.6,137.3,28.56,317.04,149.66
640,157.72,2.24,23.63,51.3,559.67,592.33,0.0,1203.29,52.72,65.9,3658.06,4572.58,154.82,193.52,345.6,190.67,39.66,305.94,215.39
641,170.59,0.45,23.67,51.3,654.77,118.47,0.0,824.54,39.07,48.84,3670.81,4588.52,155.06,193.82,345.6,141.32,29.39,316.21,154.45
642,160.93,-2.24,23.72,51.3,582.74,-592.33,0.0,41.72,1.86,2.33,3676.5,4595.62,155.0,193.75,345.6,6.75,1.4,344.2,6.77
643,154.5,-1.79,23.76,51.3,537.06,-473.86,0.0,114.5,4.91,6.14,3677.44,4596.8,154.75,193.44,345.6,17.77,3.7,341.9,17.96
644,148.06,-0.45,23.81,51.3,493.23,-118.47,0.0,426.07,17.52,21.9,3680.56,4600.69,154.61,193.26,345.6,63.38,13.18,332.42,65.89
645,151.28,0.67,23.85,51.3,514.91,177.7,0.0,743.91,31.26,39.08,3687.33,4609.16,154.62,193.28,345.6,113.07,23.52,322.08,121.32
646,152.89,0.22,23.89,51.3,525.93,59.23,0.0,636.46,27.03,33.79,3695.43,4619.28,154.69,193.36,345.6,97.76,20.33,325.27,103.88
647,152.89,0.89,23.93,51.3,525.93,236.93,0.0,814.16,34.58,43.22,3703.98,4629.98,154.77,193.46,345.6,125.06,26.01,319.59,135.24
648,159.32,2.01,23.98,51.3,571.15,533.09,0.0,1155.54,51.14,63.93,3715.89,4644.86,154.99,193.73,345.6,184.97,38.47,307.13,208.14
649,167.37,1.12,24.02,51.3,630.3,296.16,0.0,977.76,45.46,56.82,3729.31,4661.63,155.25,194.07,345.6,164.42,34.2,311.4,182.47
650,167.37,-0.22,24.07,51.3,630.3,-59.23,0.0,622.36,28.93,36.17,3739.64,4674.55,155.38,194.23,345.6,104.65,21.77,323.83,111.69
651,165.76,0.89,24.11,51.3,618.23,236.93,0.0,906.46,41.74,52.17,3749.45,4686.82,155.49,194.36,345.6,150.96,31.4,314.2,166.05
652,173.81,1.12,24.16,51.3,679.71,296.16,0.0,1027.18,49.59,61.99,3762.14,4702.67,155.71,194.64,345.6,179.37,37.31,308.29,201.08
653,173.81,-3.58,24.21,51.3,679.71,-947.72,0.0,-216.71,-10.46,-13.08,3767.57,4709.47,155.63,194.53,345.6,-37.84,-7.87,353.47,-37.0
654,148.06,-7.82,24.25,51.3,493.23,-2073.14,0.0,-1528.61,-62.87,-78.58,3757.39,4696.73,154.92,193.65,345.6,-227.39,-47.3,392.9,-200.01
655,117.48,-5.36,24.29,51.3,310.54,-1421.58,0.0,-1059.74,-34.58,-43.23,3743.85,4679.82,154.13,192.66,345.6,-125.08,-26.02,371.62,-116.33
656,109.44,-1.34,24.32,51.3,269.46,-355.4,0.0,-34.63,-1.05,-1.32,3738.9,4673.63,153.72,192.16,345.6,-3.81,-0.79,346.39,-3.8
657,107.83,1.56,24.35,51.3,261.59,414.63,0.0,727.52,21.79,27.24,3741.78,4677.23,153.65,192.07,345.6,78.81,16.39,329.21,82.74
658,120.7,4.25,24.38,51.3,327.79,1125.42,0.0,1504.51,50.44,63.05,3751.82,4689.77,153.86,192.33,345.6,182.45,37.95,307.65,204.95
659,138.4,4.92,24.42,51.3,431.0,1303.12,0.0,1785.42,68.64,85.8,3768.36,4710.44,154.31,192.89,345.6,248.27,51.64,293.96,291.88
660,156.11,4.25,24.46,51.3,548.3,1125.42,0.0,1725.02,74.8,93.5,3788.28,4735.35,154.87,193.59,345.6,270.55,56.27,289.33,323.17
661,168.98,2.91,24.51,51.3,642.48,770.02,0.0,1463.8,68.71,85.89,3808.21,4760.26,155.4,194.25,345.6,248.52,51.69,293.91,292.22
662,177.03,1.12,24.55,51.3,705.12,296.16,0.0,1052.58,51.76,64.7,3824.94,4781.18,155.78,194.72,345.6,187.21,38.94,306.66,210.98
663,177.03,0.0,24.6,51.3,705.12,0.0,0.0,756.42,37.2,46.5,3837.3,4796.62,155.97,194.96,345.6,134.54,27.98,317.62,146.39
664,177.03,-2.68,24.65,51.3,705.12,-710.79,0.0,45.63,2.24,2.8,3842.78,4803.47,155.88,194.85,345.6,8.12,1.69,343.91,8.16
665,157.72,-5.59,24.7,51.3,559.67,-1480.82,0.0,-869.85,-38.11,-47.63,3837.79,4797.24,155.38,194.23,345.6,-137.83,-28.67,374.27,-127.27
666,136.79,-5.14,24.74,51.3,421.03,-1362.35,0.0,-890.02,-33.82,-42.27,3827.8,4784.76,154.72,193.4,345.6,-122.32,-25.44,371.04,-113.93
667,120.7,-3.8,24.78,51.3,327.79,-1006.96,0.0,-627.86,-21.05,-26.31,3820.18,4775.23,154.19,192.74,345.6,-76.14,-15.84,361.44,-72.8
668,109.44,-2.24,24.81,51.3,269.46,-592.33,0.0,-271.57,-8.26,-10.32,3816.11,4770.14,153.83,192.29,345.6,-29.86,-6.21,351.81,-29.33
669,104.61,-1.34,24.84,51.3,246.21,-355.4,0.0,-57.89,-1.68,-2.1,3814.73,4768.42,153.59,191.99,345.6,-6.08,-1.27,346.87,-6.06
670,99.78,-0.45,24.87,51.3,224.01,-118.47,0.0,156.84,4.35,5.43,3815.1,4768.88,153.43,191.79,345.6,15.72,3.27,342.33,15.87
671,101.39,-0.22,24.89,51.3,231.29,-59.23,0.0,223.36,6.29,7.86,3816.58,4770.73,153.32,191.64,345.6,22.75,4.73,340.87,23.07
672,98.17,-0.67,24.92,51.3,216.84,-177.7,0.0,90.44,2.47,3.08,3817.8,4772.25,153.19,191.49,345.6,8.92,1.86,343.74,8.97
673,96.56,-0.45,24.95,51.3,209.79,-118.47,0.0,142.62,3.83,4.78,3818.67,4773.34,153.06,191.33,345.6,13.84,2.88,342.72,13.95
674,94.95,1.56,24.97,51.3,202.85,414.63,0.0,668.78,17.64,22.05,3821.65,4777.06,153.02,191.27,345.6,63.8,13.27,332.33,66.35
675,107.83,4.69,25.0,51.3,261.59,1243.89,0.0,1556.78,46.63,58.29,3830.58,4788.22,153.2,191.51,345.6,168.65,35.08,310.52,187.7
676,128.75,4.69,25.04,51.3,372.96,1243.89,0.0,1668.14,59.66,74.57,3845.34,4806.67,153.59,191.99,345.6,215.78,44.88,300.72,247.98
677,141.62,1.79,25.07,51.3,451.28,473.86,0.0,976.44,38.41,48.02,3858.96,4823.7,153.91,192.38,345.6,138.93,28.9,316.7,151.61
678,141.62,2.24,25.11,51.3,451.28,592.33,0.0,1094.9,43.07,53.84,3870.28,4837.85,154.12,192.64,345.6,155.79,32.4,313.2,171.91
679,157.72,2.68,25.15,51.3,559.67,710.79,0.0,1321.76,57.91,72.38,3884.3,4855.38,154.42,193.02,345.6,209.44,43.56,302.04,239.65
680,160.93,0.67,25.2,51.3,582.74,177.7,0.0,811.74,36.29,45.36,3897.39,4871.73,154.67,193.33,345.6,131.25,27.3,318.3,142.51
681,162.54,0.22,25.24,51.3,594.46,59.23,0.0,704.99,31.83,39.79,3906.85,4883.56,154.77,193.46,345.6,115.13,23.95,321.65,123.7
682,162.54,1.56,25.29,51.3,594.46,414.63,0.0,1060.39,47.88,59.85,3917.92,4897.4,154.93,193.66,345.6,173.17,36.02,309.58,193.32
683,173.81,3.35,25.34,51.3,679.71,888.49,0.0,1619.5,78.19,97.74,3935.43,4919.28,155.33,194.17,345.6,282.8,58.82,286.78,340.81
684,186.68,3.58,25.39,51.3,784.14,947.72,0.0,1783.16,92.47,115.59,3959.13,4948.91,155.96,194.95,345.6,334.45,69.57,276.03,418.74
685,199.56,1.12,25.44,51.3,896.03,296.16,0.0,1243.49,68.93,86.16,3981.55,4976.93,156.51,195.64,345.6,249.31,51.86,293.74,293.33
686,194.73,-4.69,25.49,51.3,853.2,-1243.89,0.0,-339.39,-18.36,-22.95,3988.57,4985.71,156.45,195.56,345.6,-66.4,-13.81,359.41,-63.85
687,165.76,-8.27,25.54,51.3,618.23,-2191.61,0.0,-1522.07,-70.08,-87.6,3976.29,4970.36,155.66,194.58,345.6,-253.49,-52.73,398.33,-219.93
688,135.18,-7.6,25.59,51.3,411.18,-2013.91,0.0,-1551.43,-58.26,-72.82,3958.46,4948.08,154.71,193.39,345.6,-210.71,-43.83,389.43,-187.0
689,111.04,-5.59,25.62,51.3,277.44,-1480.82,0.0,-1152.07,-35.54,-44.42,3945.43,4931.79,154.0,192.5,345.6,-128.53,-26.73,372.33,-119.3
690,94.95,-3.58,25.65,51.3,202.85,-947.72,0.0,-693.57,-18.29,-22.87,3937.96,4922.45,153.53,191.92,345.6,-66.16,-13.76,359.36,-63.63
691,85.3,0.0,25.67,51.3,163.69,0.0,0.0,214.99,5.09,6.37,3936.12,4920.15,153.31,191.64,345.6,18.42,3.83,341.77,18.63
692,94.95,3.8,25.7,51.3,202.85,1006.96,0.0,1261.11,33.26,41.58,3941.45,4926.81,153.37,191.71,345.6,120.31,25.02,320.58,129.7
693,112.65,6.04,25.73,51.3,285.54,1599.28,0.0,1936.13,60.59,75.73,3954.49,4943.11,153.71,192.13,345.6,219.14,45.58,300.02,252.43
694,138.4,6.26,25.76,51.3,431.0,1658.51,0.0,2140.81,82.3,102.88,3974.33,4967.91,154.27,192.84,345.6,297.69,61.92,283.68,362.66
695,157.72,5.14,25.8,51.3,559.67,1362.35,0.0,1973.32,86.45,108.06,3997.77,4997.21,154.93,193.66,345.6,312.68,65.04,280.56,385.17
696,175.42,3.8,25.85,51.3,692.36,1006.96,0.0,1750.61,85.3,106.63,4021.62,5027.03,155.58,194.47,345.6,308.53,64.17,281.43,378.89
697,185.07,3.13,25.9,51.3,770.68,829.26,0.0,1651.24,84.89,106.11,4045.26,5056.58,156.19,195.24,345.6,307.04,63.86,281.74,376.63
698,197.95,3.13,25.95,51.3,881.63,829.26,0.0,1762.19,96.9,121.12,4070.51,5088.14,156.84,196.05,345.6,350.46,72.9,272.7,444.14
699,207.6,0.22,26.01,51.3,969.75,59.23,0.0,1080.28,62.3,77.87,4092.62,5115.78,157.35,196.69,345.6,225.32,46.87,298.73,260.67
700,199.56,-5.36,26.07,51.3,896.03,-1421.58,0.0,-474.26,-26.29,-32.86,4097.62,5122.03,157.2,196.5,345.6,-95.09,-19.78,365.38,-89.94
701,168.98,0.0,26.12,51.3,642.48,0.0,0.0,693.78,32.57,40.71,4098.49,5123.12,156.93,196.16,345.6,117.79,24.5,321.1,126.77
