time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,delta_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
251,117.48,0.22,4.86,51.3,310.54,59.23,0.0,421.08,13.74,17.18,589.12,736.39,121.34,151.68,345.6,49.7,10.34,335.26,51.23
252,111.04,-2.01,4.89,51.3,277.44,-533.09,0.0,-204.35,-6.3,-7.88,590.15,737.69,120.76,150.95,345.6,-22.8,-4.74,350.34,-22.49
253,103.0,-2.01,4.92,51.3,238.69,-533.09,0.0,-243.1,-6.96,-8.69,588.31,735.38,119.66,149.57,345.6,-25.16,-5.23,350.83,-24.78
254,96.56,-0.45,4.94,51.3,209.79,-118.47,0.0,142.62,3.83,4.78,587.87,734.84,118.9,148.63,345.6,13.84,2.88,342.72,13.95
255,99.78,1.12,4.97,51.3,224.01,296.16,0.0,571.47,15.84,19.8,590.6,738.25,118.8,148.5,345.6,57.29,11.92,333.68,59.33
256,104.61,2.68,5.0,51.3,246.21,710.79,0.0,1008.3,29.3,36.62,596.87,746.09,119.38,149.22,345.6,105.97,22.04,323.56,113.19
257,119.09,4.02,5.03,51.3,319.11,1066.19,0.0,1436.6,47.52,59.4,607.54,759.43,120.76,150.95,345.6,171.89,35.75,309.85,191.72
258,133.58,4.02,5.07,51.3,401.45,1066.19,0.0,1518.94,56.36,70.45,621.97,777.46,122.77,153.46,345.6,203.85,42.4,303.2,232.35
259,148.06,3.8,5.11,51.3,493.23,1006.96,0.0,1551.49,63.81,79.76,638.66,798.33,125.1,156.38,345.6,230.79,48.0,297.6,268.02
260,160.93,3.8,5.15,51.3,582.74,1006.96,0.0,1641.0,73.36,91.7,657.71,822.14,127.76,159.7,345.6,265.33,55.19,290.41,315.76
261,175.42,2.91,5.19,51.3,692.36,770.02,0.0,1513.68,73.76,92.2,678.14,847.68,130.54,163.18,345.6,266.77,55.49,290.11,317.8
262,181.86,1.34,5.24,51.3,744.11,355.4,0.0,1150.8,58.13,72.67,696.46,870.58,132.8,166.0,345.6,210.26,43.73,301.87,240.72
263,185.07,1.12,5.3,51.3,770.68,296.16,0.0,1118.14,57.48,71.85,712.52,890.65,134.55,168.19,345.6,207.91,43.25,302.35,237.65
264,189.9,1.34,5.35,51.3,811.41,355.4,0.0,1218.11,64.26,80.32,729.43,911.79,136.41,170.51,345.6,232.41,48.34,297.26,270.2
265,194.73,1.12,5.4,51.3,853.2,296.16,0.0,1200.66,64.95,81.18,747.37,934.22,138.38,172.97,345.6,234.9,48.86,296.74,273.58
266,197.95,-0.22,5.46,51.3,881.63,-59.23,0.0,873.7,48.04,60.05,763.07,953.83,139.87,174.84,345.6,173.76,36.14,309.46,194.05
267,193.12,-4.69,5.51,51.3,839.15,-1243.89,0.0,-353.43,-18.96,-23.7,767.11,958.88,139.23,174.03,345.6,-68.58,-14.26,359.86,-65.86
268,164.15,-8.49,5.56,51.3,606.29,-2250.84,0.0,-1593.25,-72.65,-90.81,754.38,942.98,135.7,169.62,345.6,-262.76,-54.66,400.26,-226.88
269,131.97,-7.82,5.6,51.3,391.84,-2073.14,0.0,-1630.01,-59.75,-74.69,735.99,919.99,131.42,164.27,345.6,-216.11,-44.95,390.55,-191.24
270,107.83,-6.26,5.63,51.3,261.59,-1658.51,0.0,-1345.62,-40.3,-50.38,722.1,902.62,128.17,160.21,345.6,-145.77,-30.32,375.92,-134.02
271,86.9,-4.69,5.66,51.3,169.93,-1243.89,0.0,-1022.66,-24.69,-30.86,713.07,891.34,125.97,157.46,345.6,-89.29,-18.57,364.17,-84.74
272,74.03,-1.56,5.68,51.3,123.31,-414.63,0.0,-240.02,-4.94,-6.17,708.96,886.19,124.75,155.93,345.6,-17.85,-3.71,349.31,-17.66
273,75.64,1.79,5.7,51.3,128.73,473.86,0.0,653.89,13.74,17.17,710.18,887.72,124.51,155.63,345.6,49.69,10.34,335.26,51.22
274,86.9,3.58,5.73,51.3,169.93,947.72,0.0,1168.95,28.22,35.27,716.01,895.01,125.03,156.29,345.6,102.06,21.23,324.37,108.74
275,101.39,3.35,5.75,51.3,231.29,888.49,0.0,1171.08,32.98,41.23,724.51,905.63,125.94,157.43,345.6,119.29,24.81,320.79,128.52
276,111.04,1.56,5.78,51.3,277.44,414.63,0.0,743.37,22.93,28.66,732.27,915.34,126.64,158.3,345.6,82.93,17.25,328.35,87.29
277,112.65,-0.89,5.81,51.3,285.54,-236.93,0.0,99.91,3.13,3.91,735.89,919.86,126.59,158.23,345.6,11.31,2.35,343.25,11.39
278,104.61,-0.89,5.84,51.3,246.21,-236.93,0.0,60.58,1.76,2.2,736.57,920.71,126.05,157.56,345.6,6.37,1.32,344.28,6.39
279,106.22,1.79,5.87,51.3,253.84,473.86,0.0,779.0,22.98,28.73,740.01,925.01,126.01,157.51,345.6,83.13,17.29,328.31,87.51
280,117.48,3.35,5.9,51.3,310.54,888.49,0.0,1250.33,40.8,51.0,748.86,936.08,126.84,158.56,345.6,147.58,30.7,314.9,161.97
281,130.36,3.35,5.94,51.3,382.34,888.49,0.0,1322.13,47.87,59.84,761.18,951.48,128.18,160.23,345.6,173.16,36.02,309.58,193.3
282,141.62,2.46,5.98,51.3,451.28,651.56,0.0,1154.14,45.4,56.75,774.14,967.67,129.54,161.93,345.6,164.22,34.16,311.44,182.23
283,148.06,-1.34,6.02,51.3,493.23,-355.4,0.0,189.14,7.78,9.72,781.52,976.9,129.9,162.38,345.6,28.14,5.85,339.75,28.62
284,131.97,-4.47,6.06,51.3,391.84,-1184.65,0.0,-741.52,-27.18,-33.98,778.83,973.54,128.62,160.78,345.6,-98.31,-20.45,366.05,-92.82
285,115.87,-3.58,6.09,51.3,302.09,-947.72,0.0,-594.33,-19.13,-23.91,772.4,965.49,126.84,158.55,345.6,-69.19,-14.39,359.99,-66.42
286,106.22,-2.46,6.12,51.3,253.84,-651.56,0.0,-346.42,-10.22,-12.78,768.32,960.4,125.53,156.92,345.6,-36.97,-7.69,353.29,-36.16
287,98.17,-0.89,6.15,51.3,216.84,-236.93,0.0,31.21,0.85,1.06,767.02,958.77,124.74,155.93,345.6,3.08,0.64,344.96,3.08
288,99.78,0.89,6.18,51.3,224.01,236.93,0.0,512.24,14.2,17.75,769.11,961.39,124.53,155.66,345.6,51.35,10.68,334.92,52.99
289,104.61,0.89,6.2,51.3,246.21,236.93,0.0,534.44,15.53,19.41,773.24,966.55,124.62,155.78,345.6,56.17,11.68,333.92,58.13
290,106.22,1.79,6.23,51.3,253.84,473.86,0.0,779.0,22.98,28.73,778.59,973.23,124.89,156.12,345.6,83.13,17.29,328.31,87.51
291,117.48,3.35,6.27,51.3,310.54,888.49,0.0,1250.33,40.8,51.0,787.45,984.31,125.69,157.11,345.6,147.58,30.7,314.9,161.97
292,130.36,0.45,6.3,51.3,382.34,118.47,0.0,552.1,19.99,24.99,795.89,994.86,126.34,157.93,345.6,72.31,15.04,330.56,75.6
293,120.7,-4.02,6.33,51.3,327.79,-1066.19,0.0,-687.09,-23.04,-28.8,795.47,994.33,125.58,156.98,345.6,-83.32,-17.33,362.93,-79.34
294,101.39,-5.36,6.37,51.3,231.29,-1421.58,0.0,-1138.99,-32.08,-40.1,787.81,984.76,123.77,154.71,345.6,-116.02,-24.13,369.73,-108.45
295,82.08,-4.02,6.39,51.3,151.57,-1066.19,0.0,-863.32,-19.68,-24.6,780.62,975.78,122.15,152.69,345.6,-71.19,-14.81,360.41,-68.27
296,72.42,-2.24,6.41,51.3,118.01,-592.33,0.0,-423.02,-8.51,-10.64,776.71,970.88,121.13,151.41,345.6,-30.78,-6.4,352.0,-30.22
297,65.98,-0.22,6.43,51.3,97.96,-59.23,0.0,90.03,1.65,2.06,775.75,969.69,120.62,150.78,345.6,5.97,1.24,344.36,5.99
298,70.81,2.68,6.45,51.3,112.82,710.79,0.0,874.91,17.21,21.51,778.37,972.97,120.67,150.84,345.6,62.24,12.95,332.65,64.67
299,85.3,4.47,6.47,51.3,163.69,1184.65,0.0,1399.65,33.16,41.45,785.37,981.71,121.35,151.69,345.6,119.94,24.95,320.65,129.28
300,103.0,4.02,6.5,51.3,238.69,1066.19,0.0,1356.18,38.8,48.5,795.36,994.21,122.4,153.0,345.6,140.34,29.19,316.41,153.29
301,114.26,-0.22,6.53,51.3,293.76,-59.23,0.0,285.83,9.07,11.34,802.01,1002.52,122.85,153.56,345.6,32.81,6.83,338.77,33.47
302,101.39,-4.47,6.56,51.3,231.29,-1184.65,0.0,-902.06,-25.41,-31.76,799.74,999.68,121.94,152.43,345.6,-91.89,-19.11,364.71,-87.07
303,82.08,-4.25,6.58,51.3,151.57,-1125.42,0.0,-922.55,-21.03,-26.29,793.29,991.62,120.49,150.62,345.6,-76.07,-15.82,361.42,-72.74
304,70.81,-2.91,6.6,51.3,112.82,-770.02,0.0,-605.91,-11.92,-14.9,788.72,985.9,119.41,149.27,345.6,-43.11,-8.97,354.57,-42.02
305,61.15,-1.79,6.62,51.3,84.15,-473.86,0.0,-338.41,-5.75,-7.19,786.26,982.83,118.71,148.39,345.6,-20.79,-4.32,349.92,-20.54
306,57.94,0.67,6.64,51.3,75.52,177.7,0.0,304.52,4.9,6.13,786.15,982.68,118.4,148.0,345.6,17.73,3.69,341.91,17.92
307,65.98,3.58,6.66,51.3,97.96,947.72,0.0,1096.98,20.11,25.13,789.62,987.03,118.61,148.27,345.6,72.72,15.13,330.47,76.05
308,83.69,4.69,6.68,51.3,157.57,1243.89,0.0,1452.76,33.77,42.21,797.1,996.38,119.36,149.21,345.6,122.15,25.41,320.19,131.84
309,99.78,3.58,6.7,51.3,224.01,947.72,0.0,1223.03,33.9,42.37,806.5,1008.13,120.31,150.39,345.6,122.61,25.5,320.1,132.37
310,109.44,2.01,6.73,51.3,269.46,533.09,0.0,853.85,25.96,32.45,814.81,1018.52,121.03,151.29,345.6,93.88,19.53,326.07,99.5
311,114.26,-1.34,6.76,51.3,293.76,-355.4,0.0,-10.33,-0.33,-0.41,818.37,1022.97,121.0,151.25,345.6,-1.19,-0.25,345.85,-1.19
312,99.78,-4.25,6.79,51.3,224.01,-1125.42,0.0,-850.11,-23.56,-29.45,815.06,1018.82,119.98,149.98,345.6,-85.22,-17.73,363.33,-81.06
313,83.69,-3.58,6.82,51.3,157.57,-947.72,0.0,-738.85,-17.18,-21.47,809.4,1011.75,118.7,148.38,345.6,-62.12,-12.92,358.52,-59.88
314,74.03,-1.56,6.84,51.3,123.31,-414.63,0.0,-240.02,-4.94,-6.17,806.33,1007.91,117.87,147.34,345.6,-17.85,-3.71,349.31,-17.66
315,72.42,-1.34,6.86,51.3,118.01,-355.4,0.0,-186.09,-3.74,-4.68,805.12,1006.4,117.35,146.69,345.6,-13.54,-2.82,348.42,-13.43
316,64.37,-1.56,6.88,51.3,93.24,-414.63,0.0,-270.09,-4.83,-6.04,803.93,1004.91,116.85,146.06,345.6,-17.47,-3.63,349.23,-17.29
317,61.15,1.12,6.9,51.3,84.15,296.16,0.0,431.61,7.33,9.16,804.28,1005.35,116.61,145.76,345.6,26.52,5.52,340.08,26.95
318,72.42,3.58,6.92,51.3,118.01,947.72,0.0,1117.03,22.47,28.09,808.42,1010.52,116.89,146.12,345.6,81.28,16.91,328.69,85.46
319,86.9,4.47,6.94,51.3,169.93,1184.65,0.0,1405.88,33.94,42.42,816.25,1020.32,117.65,147.06,345.6,122.75,25.53,320.07,132.54
320,104.61,4.92,6.96,51.3,246.21,1303.12,0.0,1600.63,46.51,58.14,827.43,1034.28,118.8,148.5,345.6,168.22,34.99,310.61,187.17
321,122.31,3.35,7.0,51.3,336.59,888.49,0.0,1276.38,43.37,54.21,839.91,1049.89,120.05,150.07,345.6,156.85,32.62,312.98,173.2
322,128.75,-1.56,7.03,51.3,372.96,-414.63,0.0,9.63,0.34,0.43,845.98,1057.47,120.32,150.4,345.6,1.25,0.26,345.34,1.25
323,111.04,-4.47,7.06,51.3,277.44,-1184.65,0.0,-855.91,-26.4,-33.0,842.36,1052.95,119.24,149.05,345.6,-95.49,-19.86,365.46,-90.3
324,96.56,-2.91,7.09,51.3,209.79,-770.02,0.0,-508.94,-13.65,-17.06,836.8,1046.0,117.97,147.47,345.6,-49.37,-10.27,355.87,-47.95
325,90.12,-1.56,7.12,51.3,182.75,-414.63,0.0,-180.58,-4.52,-5.65,834.27,1042.84,117.19,146.49,345.6,-16.35,-3.4,349.0,-16.19
326,85.3,-0.89,7.14,51.3,163.69,-236.93,0.0,-21.94,-0.52,-0.65,833.57,1041.97,116.69,145.86,345.6,-1.88,-0.39,345.99,-1.88
327,83.69,0.67,7.17,51.3,157.57,177.7,0.0,386.57,8.99,11.23,834.75,1043.44,116.47,145.59,345.6,32.5,6.76,338.84,33.15
328,90.12,0.22,7.19,51.3,182.75,59.23,0.0,293.28,7.34,9.18,837.02,1046.27,116.4,145.5,345.6,26.56,5.52,340.08,26.99
329,85.3,-1.34,7.22,51.3,163.69,-355.4,0.0,-140.4,-3.33,-4.16,837.57,1046.97,116.08,145.1,345.6,-12.03,-2.5,348.1,-11.95
330,80.47,-1.56,7.24,51.3,145.69,-414.63,0.0,-217.64,-4.86,-6.08,836.44,1045.55,115.55,144.44,345.6,-17.6,-3.66,349.26,-17.41
331,74.03,-2.24,7.26,51.3,123.31,-592.33,0.0,-417.72,-8.59,-10.74,834.57,1043.21,114.96,143.69,345.6,-31.07,-6.46,352.06,-30.5
332,64.37,-2.46,7.28,51.3,93.24,-651.56,0.0,-507.02,-9.07,-11.33,832.12,1040.15,114.32,142.89,345.6,-32.79,-6.82,352.42,-32.16
333,56.33,-1.79,7.3,51.3,71.39,-473.86,0.0,-351.18,-5.49,-6.87,830.09,1037.62,113.78,142.22,345.6,-19.87,-4.13,349.73,-19.64
334,51.5,0.45,7.31,51.3,59.67,118.47,0.0,229.44,3.28,4.1,829.79,1037.23,113.5,141.88,345.6,11.87,2.47,343.13,11.96
335,59.55,3.8,7.33,51.3,79.78,1006.96,0.0,1138.03,18.82,23.53,832.86,1041.07,113.68,142.1,345.6,68.08,14.16,331.44,70.99
336,78.86,4.69,7.35,51.3,139.92,1243.89,0.0,1435.1,31.44,39.29,839.84,1049.8,114.33,142.92,345.6,113.7,23.65,321.95,122.05
337,93.34,0.67,7.37,51.3,196.04,177.7,0.0,425.03,11.02,13.78,845.73,1057.17,114.76,143.45,345.6,39.86,8.29,337.31,40.84
338,83.69,-2.68,7.39,51.3,157.57,-710.79,0.0,-501.92,-11.67,-14.58,845.64,1057.06,114.37,142.96,345.6,-42.2,-8.78,354.38,-41.16
339,74.03,-1.79,7.42,51.3,123.31,-473.86,0.0,-299.25,-6.15,-7.69,843.17,1053.96,113.7,142.12,345.6,-22.26,-4.63,350.23,-21.96
340,70.81,1.12,7.44,51.3,112.82,296.16,0.0,460.28,9.05,11.32,843.57,1054.46,113.44,141.8,345.6,32.75,6.81,338.79,33.4
341,82.08,2.68,7.46,51.3,151.57,710.79,0.0,913.66,20.83,26.04,847.72,1059.65,113.68,142.1,345.6,75.34,15.67,329.93,78.92
342,90.12,3.8,7.48,51.3,182.75,1006.96,0.0,1241.0,31.07,38.83,854.93,1068.66,114.28,142.85,345.6,112.37,23.37,322.23,120.52
343,109.44,6.71,7.51,51.3,269.46,1776.98,0.0,2097.74,63.77,79.71,868.1,1085.13,115.61,144.51,345.6,230.64,47.97,297.63,267.82
344,138.4,6.26,7.54,51.3,431.0,1658.51,0.0,2140.81,82.3,102.88,888.39,1110.49,117.77,147.21,345.6,297.69,61.92,283.68,362.66
345,154.5,3.8,7.58,51.3,537.06,1006.96,0.0,1595.31,68.46,85.58,909.33,1136.66,119.9,149.88,345.6,247.63,51.51,294.09,291.0
346,165.76,3.35,7.63,51.3,618.23,888.49,0.0,1558.02,71.74,89.67,928.8,1161.0,121.75,152.19,345.6,259.47,53.97,291.63,307.49
347,178.64,2.68,7.68,51.3,718.0,710.79,0.0,1480.09,73.44,91.81,948.97,1186.21,123.62,154.53,345.6,265.64,55.25,290.35,316.19
348,185.07,1.79,7.73,51.3,770.68,473.86,0.0,1295.84,66.62,83.27,968.42,1210.53,125.33,156.66,345.6,240.95,50.12,295.48,281.82
349,191.51,1.79,7.78,51.3,825.22,473.86,0.0,1350.39,71.84,89.8,987.65,1234.56,126.96,158.7,345.6,259.83,54.04,291.56,307.99
350,197.95,0.67,7.83,51.3,881.63,177.7,0.0,1110.63,61.07,76.34,1006.11,1257.64,128.44,160.55,345.6,220.88,45.94,299.66,254.75
351,196.34,-3.13,7.89,51.3,867.36,-829.26,0.0,89.4,4.88,6.09,1015.27,1269.09,128.71,160.89,345.6,17.64,3.67,341.93,17.82
352,175.42,-5.81,7.94,51.3,692.36,-1540.05,0.0,-796.39,-38.81,-48.51,1010.56,1263.19,127.28,159.1,345.6,-140.36,-29.19,374.79,-129.42
353,154.5,-5.14,7.99,51.3,537.06,-1362.35,0.0,-773.99,-33.22,-41.52,1000.55,1250.69,125.3,156.62,345.6,-120.14,-24.99,370.59,-112.04
354,138.4,-3.35,8.03,51.3,431.0,-888.49,0.0,-406.19,-15.62,-19.52,993.77,1242.21,123.82,154.77,345.6,-56.48,-11.75,357.35,-54.63
355,130.36,-0.45,8.06,51.3,382.34,-118.47,0.0,315.17,11.41,14.27,993.19,1241.48,123.17,153.96,345.6,41.28,8.59,337.01,42.33
356,135.18,-0.22,8.1,51.3,411.18,-59.23,0.0,403.25,15.14,18.93,996.87,1246.09,123.07,153.83,345.6,54.77,11.39,334.21,56.64
357,128.75,-3.58,8.14,51.3,372.96,-947.72,0.0,-523.47,-18.72,-23.4,996.38,1245.47,122.45,153.06,345.6,-67.71,-14.08,359.68,-65.06
358,109.44,-4.47,8.17,51.3,269.46,-1184.65,0.0,-863.89,-26.26,-32.83,990.13,1237.66,121.19,151.49,345.6,-94.98,-19.76,365.36,-89.85
359,96.56,-1.56,8.2,51.3,209.79,-414.63,0.0,-153.54,-4.12,-5.15,985.91,1232.39,120.25,150.32,345.6,-14.9,-3.1,348.7,-14.76
360,98.17,1.56,8.23,51.3,216.84,414.63,0.0,682.77,18.62,23.27,987.92,1234.91,120.1,150.13,345.6,67.34,14.01,331.59,70.19
361,107.83,2.24,8.25,51.3,261.59,592.33,0.0,905.22,27.11,33.89,994.28,1242.85,120.45,150.57,345.6,98.06,20.4,325.2,104.22
362,114.26,-0.45,8.29,51.3,293.76,-118.47,0.0,226.6,7.19,8.99,999.04,1248.8,120.58,150.73,345.6,26.01,5.41,340.19,26.43
363,104.61,-3.13,8.32,51.3,246.21,-829.26,0.0,-531.75,-15.45,-19.31,997.89,1247.37,120.0,150.0,345.6,-55.89,-11.62,357.22,-54.07
364,91.73,-2.01,8.34,51.3,189.33,-533.09,0.0,-292.46,-7.45,-9.32,994.71,1243.39,119.23,149.04,345.6,-26.95,-5.61,351.21,-26.52
365,90.12,0.67,8.37,51.3,182.75,177.7,0.0,411.75,10.31,12.88,995.11,1243.89,118.92,148.65,345.6,37.28,7.75,337.85,38.14
366,96.56,1.56,8.39,51.3,209.79,414.63,0.0,675.72,18.12,22.66,999.06,1248.82,119.02,148.77,345.6,65.55,13.64,331.96,68.25
367,101.39,2.68,8.42,51.3,231.29,710.79,0.0,993.38,27.98,34.97,1005.46,1256.83,119.39,149.24,345.6,101.19,21.05,324.55,107.75
368,115.87,4.25,8.45,51.3,302.09,1125.42,0.0,1478.82,47.6,59.5,1015.96,1269.95,120.21,150.26,345.6,172.16,35.81,309.79,192.06
369,131.97,4.25,8.49,51.3,391.84,1125.42,0.0,1568.56,57.5,71.87,1030.55,1288.19,121.44,151.8,345.6,207.97,43.26,302.34,237.72
370,146.45,4.25,8.52,51.3,482.57,1125.42,0.0,1659.29,67.5,84.38,1047.92,1309.89,122.93,153.66,345.6,244.14,50.78,294.82,286.2
371,162.54,4.25,8.57,51.3,594.46,1125.42,0.0,1771.18,79.97,99.96,1068.4,1335.5,124.7,155.88,345.6,289.24,60.16,285.44,350.21
372,177.03,2.91,8.61,51.3,705.12,770.02,0.0,1526.45,75.06,93.83,1089.93,1362.41,126.52,158.15,345.6,271.49,56.47,289.13,324.52
373,183.46,1.56,8.66,51.3,757.33,414.63,0.0,1223.26,62.34,77.93,1109.01,1386.27,127.99,159.99,345.6,225.48,46.9,298.7,260.88
374,188.29,1.34,8.72,51.3,797.72,355.4,0.0,1204.41,63.0,78.74,1126.42,1408.03,129.23,161.53,345.6,227.85,47.39,298.21,264.06
375,193.12,1.34,8.77,51.3,839.15,355.4,0.0,1245.85,66.83,83.54,1144.45,1430.57,130.5,163.13,345.6,241.73,50.28,295.32,282.88
376,197.95,0.45,8.82,51.3,881.63,118.47,0.0,1051.4,57.81,72.27,1161.76,1452.21,131.66,164.58,345.6,209.1,43.49,302.11,239.2
377,196.34,-2.91,8.88,51.3,867.36,-770.02,0.0,148.63,8.11,10.13,1170.92,1463.65,131.88,164.85,345.6,29.32,6.1,339.5,29.85
378,177.03,-5.36,8.93,51.3,705.12,-1421.58,0.0,-665.16,-32.71,-40.89,1167.5,1459.38,130.73,163.42,345.6,-118.3,-24.61,370.21,-110.44
379,157.72,-6.26,8.98,51.3,559.67,-1658.51,0.0,-1047.55,-45.89,-57.37,1156.59,1445.73,128.84,161.05,345.6,-165.99,-34.53,380.13,-150.91
380,131.97,-7.15,9.02,51.3,391.84,-1895.44,0.0,-1452.31,-53.24,-66.55,1142.82,1428.52,126.74,158.42,345.6,-192.55,-40.05,385.65,-172.56
381,106.22,-5.81,9.05,51.3,253.84,-1540.05,0.0,-1234.91,-36.44,-45.54,1130.36,1412.95,124.9,156.12,345.6,-131.78,-27.41,373.01,-122.1
382,90.12,-4.02,9.08,51.3,182.75,-1066.19,0.0,-832.14,-20.83,-26.04,1122.41,1403.01,123.65,154.56,345.6,-75.35,-15.67,361.27,-72.08
383,77.25,-2.24,9.1,51.3,134.26,-592.33,0.0,-406.76,-8.73,-10.91,1118.3,1397.88,122.88,153.6,345.6,-31.57,-6.57,352.17,-30.98
384,74.03,0.89,9.12,51.3,123.31,236.93,0.0,411.54,8.46,10.58,1118.27,1397.83,122.59,153.24,345.6,30.61,6.37,339.23,31.18
385,83.69,3.35,9.14,51.3,157.57,888.49,0.0,1097.36,25.51,31.89,1122.99,1403.73,122.81,153.52,345.6,92.26,19.19,326.41,97.69
386,98.17,3.35,9.17,51.3,216.84,888.49,0.0,1156.63,31.54,39.43,1130.91,1413.64,123.34,154.18,345.6,114.08,23.73,321.87,122.49
387,107.83,1.56,9.2,51.3,261.59,414.63,0.0,727.52,21.79,27.24,1138.32,1422.9,123.76,154.7,345.6,78.81,16.39,329.21,82.74
388,109.44,-0.45,9.23,51.3,269.46,-118.47,0.0,202.3,6.15,7.69,1142.2,1427.75,123.78,154.72,345.6,22.24,4.63,340.97,22.54
389,104.61,0.0,9.26,51.3,246.21,0.0,0.0,297.51,8.64,10.81,1144.25,1430.31,123.6,154.5,345.6,31.27,6.5,339.1,31.87
390,109.44,2.01,9.29,51.3,269.46,533.09,0.0,853.85,25.96,32.45,1149.06,1436.32,123.72,154.66,345.6,93.88,19.53,326.07,99.5
391,119.09,1.34,9.32,51.3,319.11,355.4,0.0,725.81,24.01,30.01,1156.0,1445.0,124.05,155.06,345.6,86.84,18.06,327.54,91.63
392,119.09,1.79,9.35,51.3,319.11,473.86,0.0,844.27,27.93,34.91,1163.21,1454.01,124.38,155.48,345.6,101.02,21.01,324.59,107.56
393,131.97,3.58,9.39,51.3,391.84,947.72,0.0,1390.86,50.99,63.73,1174.17,1467.71,125.09,156.36,345.6,184.41,38.36,307.24,207.43
394,144.84,2.46,9.43,51.3,472.02,651.56,0.0,1174.88,47.27,59.09,1187.82,1484.77,126.02,157.53,345.6,170.97,35.56,310.04,190.58
395,149.67,-1.79,9.47,51.3,504.02,-473.86,0.0,81.45,3.39,4.23,1194.85,1493.57,126.22,157.78,345.6,12.25,2.55,343.05,12.34
396,131.97,-4.92,9.51,51.3,391.84,-1303.12,0.0,-859.98,-31.52,-39.41,1190.95,1488.68,125.29,156.61,345.6,-114.02,-23.72,369.32,-106.7
397,114.26,-4.02,9.54,51.3,293.76,-1066.19,0.0,-721.13,-22.89,-28.61,1183.39,1479.24,124.05,155.06,345.6,-82.78,-17.22,362.82,-78.86
398,103.0,-1.56,9.57,51.3,238.69,-414.63,0.0,-124.64,-3.57,-4.46,1179.71,1474.64,123.28,154.09,345.6,-12.9,-2.68,348.28,-12.8
399,103.0,0.45,9.6,51.3,238.69,118.47,0.0,408.46,11.69,14.61,1180.84,1476.05,123.03,153.78,345.6,42.27,8.79,336.81,43.37
400,106.22,0.45,9.63,51.3,253.84,118.47,0.0,423.61,12.5,15.62,1184.2,1480.25,123.0,153.75,345.6,45.21,9.4,336.2,46.47
401,106.22,1.56,9.66,51.3,253.84,414.63,0.0,719.77,21.24,26.55,1188.89,1486.11,123.11,153.89,345.6,76.81,15.98,329.62,80.53
402,117.48,3.8,9.69,51.3,310.54,1006.96,0.0,1368.8,44.67,55.84,1198.04,1497.55,123.66,154.58,345.6,161.56,33.61,311.99,178.97
403,133.58,1.12,9.72,51.3,401.45,296.16,0.0,748.92,27.79,34.73,1208.1,1510.13,124.25,155.32,345.6,100.51,20.91,324.69,106.98
404,125.53,-4.02,9.76,51.3,354.54,-1066.19,0.0,-660.35,-23.03,-28.78,1208.76,1510.96,123.86,154.83,345.6,-83.28,-17.32,362.92,-79.31
405,104.61,-5.36,9.79,51.3,246.21,-1421.58,0.0,-1124.07,-32.66,-40.83,1201.03,1501.29,122.67,153.34,345.6,-118.14,-24.57,370.17,-110.3
406,86.9,-4.47,9.82,51.3,169.93,-1184.65,0.0,-963.42,-23.26,-29.07,1193.26,1491.58,121.55,151.93,345.6,-84.12,-17.5,363.1,-80.07
407,72.42,-2.91,9.84,51.3,118.01,-770.02,0.0,-600.72,-12.08,-15.11,1188.35,1485.44,120.77,150.97,345.6,-43.71,-9.09,354.69,-42.59
408,65.98,0.89,9.86,51.3,97.96,236.93,0.0,386.19,7.08,8.85,1187.66,1484.57,120.47,150.58,345.6,25.6,5.33,340.27,26.0
409,78.86,4.47,9.88,51.3,139.92,1184.65,0.0,1375.87,30.14,37.67,1192.83,1491.04,120.75,150.93,345.6,109.01,22.67,322.93,116.66
410,98.17,5.59,9.9,51.3,216.84,1480.82,0.0,1748.96,47.69,59.62,1203.64,1504.55,121.54,151.92,345.6,172.5,35.88,309.72,192.48
411,119.09,2.68,9.93,51.3,319.11,710.79,0.0,1081.2,35.77,44.71,1215.23,1519.04,122.33,152.92,345.6,129.37,26.91,318.69,140.29
412,117.48,-3.13,9.97,51.3,310.54,-829.26,0.0,-467.41,-15.25,-19.07,1218.08,1522.6,122.22,152.77,345.6,-55.17,-11.48,357.08,-53.4
413,96.56,-5.36,10.0,51.3,209.79,-1421.58,0.0,-1160.5,-31.13,-38.91,1211.64,1514.55,121.21,151.51,345.6,-112.58,-23.42,369.02,-105.44
414,78.86,-4.69,10.02,51.3,139.92,-1243.89,0.0,-1052.67,-23.06,-28.82,1204.11,1505.14,120.16,150.2,345.6,-83.4,-17.35,362.95,-79.41
415,62.76,-3.13,10.04,51.3,88.64,-829.26,0.0,-689.32,-12.02,-15.02,1199.24,1499.05,119.44,149.3,345.6,-43.47,-9.04,354.64,-42.36
416,56.33,-1.12,10.06,51.3,71.39,-296.16,0.0,-173.48,-2.71,-3.39,1197.19,1496.49,119.04,148.8,345.6,-9.82,-2.04,347.64,-9.76
417,54.72,2.24,10.07,51.3,67.37,592.33,0.0,710.99,10.81,13.51,1198.32,1497.9,118.97,148.72,345.6,39.09,8.13,337.47,40.03
