time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,pack_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
172,120.0,0.42,3.0,51.3,324.0,110.42,0.0,485.72,16.19,20.24,467.84,584.81,155.72,194.65,345.6,58.56,12.18,333.42,60.7
173,122.0,1.67,3.04,51.3,334.89,441.67,0.0,827.86,28.06,35.07,473.99,592.49,156.02,195.02,345.6,101.47,21.11,324.49,108.07
174,132.0,3.19,3.07,51.3,392.04,846.53,0.0,1289.87,47.3,59.12,484.45,605.57,157.63,197.04,345.6,171.06,35.58,310.02,190.69
175,145.0,3.19,3.11,51.3,473.06,846.53,0.0,1370.89,55.22,69.02,498.69,623.37,160.26,200.32,345.6,199.71,41.54,304.06,227.0
176,155.0,3.06,3.15,51.3,540.56,809.72,0.0,1401.58,60.35,75.43,514.74,643.43,163.23,204.04,345.6,218.27,45.4,300.2,251.27
177,167.0,2.08,3.2,51.3,627.5,552.08,0.0,1230.89,57.1,71.37,531.05,663.82,166.05,207.56,345.6,206.52,42.96,302.64,235.84
178,170.0,-2.36,3.24,51.3,650.25,-625.69,0.0,75.86,3.58,4.48,539.48,674.35,166.25,207.81,345.6,12.96,2.69,342.91,13.06
179,150.0,-5.83,3.29,51.3,506.25,-1545.83,0.0,-988.28,-41.18,-51.47,534.26,667.83,162.42,203.02,345.6,-148.94,-30.98,376.58,-136.69
180,128.0,-5.69,3.33,51.3,368.64,-1509.03,0.0,-1089.09,-38.72,-48.4,523.16,653.95,157.2,196.5,345.6,-140.06,-29.13,374.73,-129.17
181,109.0,-3.61,3.36,51.3,267.32,-956.94,0.0,-638.32,-19.33,-24.16,515.1,643.88,153.26,191.57,345.6,-69.9,-14.54,360.14,-67.08
182,102.0,-0.28,3.39,51.3,234.09,-73.61,0.0,211.78,6.0,7.5,513.25,641.56,151.39,189.24,345.6,21.7,4.51,341.09,21.99
183,107.0,1.67,3.42,51.3,257.6,441.67,0.0,750.57,22.31,27.89,517.18,646.48,151.25,189.07,345.6,80.69,16.78,328.82,84.81
184,114.0,0.56,3.45,51.3,292.41,147.22,0.0,490.93,15.55,19.43,522.44,653.05,151.43,189.29,345.6,56.23,11.7,333.9,58.2
185,111.0,0.42,3.48,51.3,277.22,110.42,0.0,438.94,13.53,16.92,526.48,658.1,151.23,189.04,345.6,48.95,10.18,335.42,50.44
186,117.0,3.06,3.51,51.3,308.0,809.72,0.0,1169.02,37.99,47.49,533.64,667.04,151.91,189.88,345.6,137.42,28.58,317.02,149.81
187,133.0,4.44,3.55,51.3,398.0,1177.78,0.0,1627.08,60.11,75.14,547.26,684.08,154.26,192.83,345.6,217.42,45.22,300.38,250.15
188,149.0,4.31,3.59,51.3,499.52,1140.97,0.0,1691.79,70.02,87.53,565.33,706.67,157.62,197.02,345.6,253.26,52.68,292.92,298.81
189,164.0,3.61,3.63,51.3,605.16,956.94,0.0,1613.4,73.5,91.87,585.27,731.59,161.22,201.52,345.6,265.84,55.29,290.31,316.48
190,175.0,2.92,3.68,51.3,689.06,772.92,0.0,1513.28,73.56,91.95,605.69,757.12,164.71,205.89,345.6,266.07,55.34,290.26,316.8
191,185.0,0.28,3.73,51.3,770.06,73.61,0.0,894.97,45.99,57.49,622.3,777.87,166.95,208.69,345.6,166.35,34.6,311.0,184.85
192,177.0,-4.58,3.78,51.3,704.9,-1214.58,0.0,-458.38,-22.54,-28.17,625.56,781.94,165.59,206.99,345.6,-81.51,-16.95,362.55,-77.7
193,152.0,-6.81,3.82,51.3,519.84,-1803.47,0.0,-1232.33,-52.03,-65.04,615.2,769.0,160.91,201.13,345.6,-188.19,-39.14,384.74,-169.05
194,128.0,-5.97,3.86,51.3,368.64,-1582.64,0.0,-1162.7,-41.34,-51.68,602.23,752.79,155.93,194.91,345.6,-149.52,-31.1,376.7,-137.18
195,109.0,-5.42,3.9,51.3,267.32,-1435.42,0.0,-1116.79,-33.81,-42.27,591.79,739.74,151.93,189.91,345.6,-122.3,-25.44,371.04,-113.92
196,89.0,-5.56,3.92,51.3,178.22,-1472.22,0.0,-1242.7,-30.72,-38.4,582.83,728.54,148.58,185.73,345.6,-111.12,-23.11,368.71,-104.15
197,69.0,-4.58,3.94,51.3,107.12,-1214.58,0.0,-1056.16,-20.24,-25.3,575.75,719.69,145.96,182.45,345.6,-73.22,-15.23,360.83,-70.13
198,56.0,-1.25,3.96,51.3,70.56,-331.25,0.0,-209.39,-3.26,-4.07,572.49,715.61,144.5,180.62,345.6,-11.78,-2.45,348.05,-11.7
199,60.0,2.22,3.98,51.3,81.0,588.89,0.0,721.19,12.02,15.02,573.7,717.13,144.22,180.27,345.6,43.47,9.04,336.56,44.64
200,72.0,4.17,4.0,51.3,116.64,1104.17,0.0,1272.11,25.44,31.8,578.91,723.63,144.86,181.07,345.6,92.02,19.14,326.46,97.42
201,90.0,4.72,4.02,51.3,182.25,1251.39,0.0,1484.94,37.12,46.4,587.6,734.5,146.21,182.76,345.6,134.27,27.93,317.67,146.08
202,106.0,3.19,4.05,51.3,252.81,846.53,0.0,1150.64,33.88,42.35,597.46,746.82,147.66,184.58,345.6,122.54,25.49,320.11,132.3
203,113.0,1.11,4.08,51.3,287.3,294.44,0.0,633.05,19.87,24.84,604.92,756.15,148.39,185.49,345.6,71.87,14.95,330.65,75.12
204,114.0,1.25,4.11,51.3,292.41,331.25,0.0,674.96,21.37,26.72,610.65,763.31,148.65,185.81,345.6,77.31,16.08,329.52,81.08
205,122.0,2.5,4.14,51.3,334.89,662.5,0.0,1048.69,35.54,44.42,618.56,773.2,149.38,186.72,345.6,128.54,26.74,318.86,139.32
206,132.0,0.14,4.18,51.3,392.04,36.81,0.0,480.15,17.61,22.01,625.94,782.42,149.89,187.36,345.6,63.68,13.24,332.36,66.21
207,123.0,-3.06,4.21,51.3,340.4,-809.72,0.0,-418.02,-14.28,-17.85,626.4,783.0,148.73,185.92,345.6,-51.66,-10.74,356.34,-50.1
208,110.0,-3.47,4.24,51.3,272.25,-920.14,0.0,-596.59,-18.23,-22.79,621.88,777.35,146.54,183.17,345.6,-65.93,-13.71,359.31,-63.42
209,98.0,-3.19,4.27,51.3,216.09,-846.53,0.0,-579.14,-15.77,-19.71,617.16,771.45,144.44,180.55,345.6,-57.02,-11.86,357.46,-55.13
210,87.0,-1.25,4.3,51.3,170.3,-331.25,0.0,-109.65,-2.65,-3.31,614.6,768.26,142.98,178.73,345.6,-9.58,-1.99,347.59,-9.53
211,89.0,2.36,4.32,51.3,178.22,625.69,0.0,855.22,21.14,26.43,617.17,771.47,142.77,178.46,345.6,76.47,15.91,329.69,80.16
212,104.0,4.58,4.35,51.3,243.36,1214.58,0.0,1509.24,43.6,54.5,626.17,782.71,143.96,179.94,345.6,157.7,32.8,312.8,174.23
213,122.0,5.0,4.38,51.3,334.89,1325.0,0.0,1711.19,57.99,72.49,640.27,800.34,146.14,182.68,345.6,209.75,43.63,301.97,240.05
214,140.0,4.72,4.42,51.3,441.0,1251.39,0.0,1743.69,67.81,84.76,657.75,822.18,148.9,186.12,345.6,245.26,51.01,294.59,287.74
215,156.0,3.61,4.46,51.3,547.56,956.94,0.0,1555.8,67.42,84.27,676.53,845.66,151.74,189.67,345.6,243.84,50.72,294.88,285.79
216,166.0,-0.56,4.5,51.3,620.01,-147.22,0.0,524.09,24.17,30.21,689.25,861.56,153.05,191.32,345.6,87.41,18.18,327.42,92.26
217,152.0,-4.72,4.55,51.3,519.84,-1251.39,0.0,-680.25,-28.72,-35.9,688.62,860.77,151.43,189.28,345.6,-103.88,-21.61,367.21,-97.77
