,0,0.534,2.127,4.748,8.346,12.847,18.161,20.804,24.132,28.44,34.216,43.465,58.767,85.284
0,0,42.76485156,55.53425093,50.65384995,43.50243305,36.78926745,30.74884555,28.18616704,25.3008533,22.06116554,18.32956903,14.64072907,10.83617436,5.787153589
50.14756,42.76485156,42.76485156,55.53425093,50.65384995,43.50243305,36.78926745,30.74884555,28.18616704,25.3008533,22.06116554,18.32956903,14.64072907,10.83617436,5.787153589
200.5902,43.64997538,43.64997538,68.62431364,73.11456226,71.40043932,67.45891764,62.36667233,59.7635815,56.47977424,52.26370705,46.69056868,40.2468588,32.44421049,19.57701169
451.328,41.73866424,41.73866424,70.47044314,79.04332183,80.72845898,79.63867432,76.98787515,75.3678924,73.16504877,70.05228184,65.40404185,59.56870003,51.4887509,35.12368986
802.361,39.795901,39.795901,70.18482863,80.82261098,84.29111592,84.82486682,83.75411196,82.8633862,81.50873184,79.50503776,76.03502047,71.58010887,64.79467091,48.67583262
1253.689,38.04360272,38.04360272,69.3240075,81.24120491,85.78283056,87.28715453,87.1802701,86.75809052,86.02003694,84.73062993,82.16688326,78.90771149,73.56867029,59.26064503
1805.312,36.47240364,36.47240364,68.28142296,81.10914454,86.38536109,88.52921308,89.05492091,88.9617681,88.59643145,87.79443726,85.86504523,83.50530239,79.37362496,67.1824286
2457.23,35.04972399,35.04972399,67.182269,80.71939453,86.55004801,89.15427752,90.15383,90.23982323,90.1591744,89.70975263,88.20826829,86.4961895,83.29957978,73.04534973
3534.769,33.25846631,33.25846631,65.63339681,79.96457066,86.40293938,89.49160723,90.9648163,91.26082071,91.40897874,90.69902797,90.19236359,89.11638043,83.00485924,
4612.307,30.97191322,30.97191322,64.18866725,79.10315463,86.04223681,89.46370444,91.28106431,91.68583247,91.90831166,91.20040756,90.49686155,85.58080983,,
5689.846,29.34564481,29.34564481,61.8888381,77.78797551,85.31504731,89.06705537,90.85338086,91.21285159,90.60514721,90.25528105,86.48218001,,,
6767.384,27.62556028,27.62556028,59.97128457,76.45141836,84.384462,88.32759517,89.19114236,89.56637989,89.49835078,86.76662467,,,,
7844.923,26.32318783,26.32318783,58.41347685,75.30284143,83.54280559,87.61904995,88.37574782,88.52900914,86.49905017,,,,,
8922.461,25.35667262,25.35667262,57.20321544,74.37951935,82.8411255,85.7087637,87.44022965,85.88613842,,,,,,
10000,24.62921574,24.62921574,56.26047007,73.64006794,82.25726218,85.09638295,85.13728616,,,,,,,
